iteration,objective,gradient_norm,parameter_step_norm,accepted_step,backtracks,parameter_0,parameter_1,parameter_2,parameter_3,parameter_4
18354,0.011872586870226461,6.419037062190518e-06,0.00020543631983323057,32.0,0,-28.371863021355228,-29.71095188762392,-27.934405051345724,-0.6563522720138566,-13.610564381083032
18468,0.011872438787908952,6.323172015307921e-06,0.00020236819492100062,32.0,0,-28.38459849492621,-29.724316788163318,-27.94709636002965,-0.6569286585928991,-13.616730041028433
18582,0.011872295092586575,6.228871514854106e-06,0.00019935014386931863,32.0,0,-28.397143876252958,-29.737482289633384,-27.95959832077257,-0.6574963644989953,-13.622803498511336
18696,0.011872155648393942,6.136106066151876e-06,0.00019638122266123274,32.0,0,-28.409502264532428,-29.75045164039248,-27.971914018158266,-0.6580555335253262,-13.628786261783793
18810,0.011872020323934,6.044846849664915e-06,0.00019346050888109458,32.0,0,-28.421676700631703,-29.76322802773697,-27.984046478787764,-0.6586063066925615,-13.63467981056584
18924,0.011871888992119776,5.95506570194622e-06,0.00019058710111555092,32.0,0,-28.433670168420274,-29.77581457929375,-27.99599867260168,-0.6591488223141021,-13.640485596701337
19038,0.011871761530021677,5.866735097252564e-06,0.00018776011836917005,32.0,0,-28.44548559606488,-29.788214364373623,-28.007773514165287,-0.6596832160593911,-13.646205044795233
19152,0.01187163781872081,5.779828129756566e-06,0.0001849786994784766,32.0,0,-28.457125857287938,-29.800430395286824,-28.019373863917743,-0.6602096210154527,-13.651839552832831
19266,0.011871517743168237,5.694318496381236e-06,0.00018224200258154145,32.0,0,-28.46859377259128,-29.81246562862208,-28.03080252938665,-0.6607281677466028,-13.657390492781786
19380,0.011871401192049207,5.610180480190228e-06,0.00017954920457316406,32.0,0,-28.47989211044568,-29.824322966490374,-28.042062266369054,-0.6612389843525439,-13.662859211177325
19494,0.011871288057652755,5.527388934345228e-06,0.00017689950059388045,32.0,0,-28.491023588448076,-29.836005257734556,-28.05315578008008,-0.6617421965247356,-13.668247029691312
19608,0.01187117823574658,5.445919266581862e-06,0.00017429210354456698,32.0,0,-28.501990874446925,-29.847515299105947,-28.06408572627021,-0.6622379276012338,-13.673555245685593
19722,0.011871071625456102,5.365747424191252e-06,0.0001717262435837624,32.0,0,-28.512796587637055,-29.858855836409113,-28.074854712312288,-0.6627262986199762,-13.678785132750354
19836,0.011870968129148625,5.286849879516114e-06,0.00016920116767981684,32.0,0,-28.52344329962504,-29.870029565615724,-28.085465298259223,-0.6632074283705952,-13.68393794122771
19950,0.011870867652321452,5.209203615888559e-06,0.00016671613916321445,32.0,0,-28.533933535465827,-29.881039133948494,-28.09591999787328,-0.6636814334447845,-13.689014898721213
20064,0.011870770103494395,5.132786114037181e-06,0.0001642704372774363,32.0,0,-28.544269774671765,-29.89188714093638,-28.106221279628002,-0.6641484282853047,-13.694017210591698
20178,0.011870675394106304,5.0575753389356425e-06,0.00016186335676506437,32.0,0,-28.554454452194914,-29.90257613944166,-28.116371567683572,-0.664608525233622,-13.698946060439825
20292,0.011870583438415551,4.983549727058959e-06,0.00015949420746514247,32.0,0,-28.56448995938328,-29.91310863666005,-28.12637324283642,-0.6650618345762838,-13.703802610575845
20406,0.011870494153403584,4.910688174045309e-06,0.00015716231391003753,32.0,0,-28.57437864491209,-29.92348709509458,-28.136228643444,-0.6655084645900167,-13.708588002476958
20520,0.011870407458683205,4.838970022752124e-06,0.00015486701494517646,32.0,0,-28.584122815690623,-29.933713933504006,-28.145940066325398,-0.6659485215856231,-13.713303357232608
20634,0.011870323276409052,4.768375051692946e-06,0.00015260766336676557,32.0,0,-28.593724737745664,-29.943791527826836,-28.15550976763872,-0.6663821099507088,-13.717949775978246
20748,0.011870241531191953,4.698883463822549e-06,0.00015038362554890898,32.0,0,-28.603186637082022,-29.953722212081335,-28.164939963735726,-0.6668093321912713,-13.722528340317742
20862,0.011870162150016449,4.630475875673624e-06,0.00014819428110691255,32.0,0,-28.61251070052096,-29.963508279242586,-28.174232831994633,-0.6672302889721936,-13.727040112734903
20976,0.01187008506216086,4.563133306835583e-06,0.000146039022556376,32.0,0,-28.621699076517334,-29.973151982097136,-28.183390511631668,-0.667645079156665,-13.731486136994453
21090,0.011870010199121008,4.496837169749342e-06,0.0001439172549837744,32.0,0,-28.63075387595584,-29.982655534076006,-28.192415104492085,-0.6680537998445911,-13.735867438532743
21204,0.011869937494535918,4.43156925981336e-06,0.00014182839573998897,32.0,0,-28.63967717292725,-29.992021110066595,-28.201308675821103,-0.6684565464099667,-13.74018502483849
21318,0.011869866884116608,4.367311745797862e-06,0.00013977187411800637,32.0,0,-28.64847100548509,-30.001250847204425,-28.210073255015697,-0.6688534125373407,-13.744439885824015
21432,0.011869798305577436,4.304047160548118e-06,0.00013774713106981163,32.0,0,-28.657137376383385,-30.01034684564491,-28.21871083635746,-0.6692444902573049,-13.748632994187004
21546,0.011869731698569714,4.241758391942836e-06,0.00013575361891097852,32.0,0,-28.665678253796205,-30.019311169316047,-28.227223379727366,-0.6696298699810644,-13.752765305763301
21660,0.011869667004617945,4.180428674158845e-06,0.00013379080103295614,32.0,0,-28.6740955720192,-30.02814584665258,-28.235612811302847,-0.6700096405341681,-13.756837759870928
21774,0.011869604167057983,4.1200415791814485e-06,0.00013185815165460928,32.0,0,-28.68239123215403,-30.03685287131201,-28.24388102423771,-0.6703838891893658,-13.76085127964554
21888,0.011869543130977682,4.060581008544982e-06,0.00012995515552533064,32.0,0,-28.690567102776065,-30.045434202873263,-28.252029879325605,-0.6707527016986256,-13.764806772367686
22002,0.01186948384315973,4.002031185358754e-06,0.00012808130770221781,32.0,0,-28.698625020585716,-30.053891767518255,-28.260061205647148,-0.6711161623243711,-13.768705129782015
22116,0.011869426252025795,3.944376646512756e-06,0.00012623611327271359,32.0,0,-28.70656679104404,-30.06222745869698,-28.267976801201513,-0.6714743538699358,-13.772547228408701
22230,0.011869370307583673,3.88760223517363e-06,0.0001244190871385351,32.0,0,-28.71439418899307,-30.070443137776643,-28.275778433522813,-0.6718273577092533,-13.776333929847336
22344,0.011869315961375415,3.831693093428119e-06,0.00012262975376101118,32.0,0,-28.72210895926122,-30.078540634675203,-28.28346784028171,-0.6721752538158173,-13.780066081073487
22458,0.011869263166427665,3.7766346552013897e-06,0.00012086764694103523,32.0,0,-28.72971281725422,-30.08652174847993,-28.291046729872697,-0.6725181207909695,-13.783744514728145
22572,0.01186921187720382,3.7224126393384396e-06,0.00011913230960859718,32.0,0,-28.737207449532196,-30.094388248051136,-28.298516781987487,-0.6728560358914125,-13.787370049400266
22686,0.01186916204955737,3.669013042893938e-06,0.00011742329359128692,32.0,0,-28.744594514372828,-30.1021418726118,-28.30587964817482,-0.6731890750561581,-13.790943489902567
22800,0.011869113640687408,3.616422134612632e-06,0.00011574015941177604,32.0,0,-28.75187564232158,-30.109784332323283,-28.313136952387193,-0.6735173129327391,-13.79446562754084
22914,0.011869066609095232,3.564626448600679e-06,0.00011408247608837566,32.0,0,-28.75905243672883,-30.117317308847635,-28.32029029151476,-0.6738408229028379,-13.797937240376912
23028,0.011869020914542946,3.5136127781734187e-06,0.00011244982093828856,32.0,0,-28.76612647427461,-30.124742455896843,-28.32734123590691,-0.6741596771072994,-13.801359093485473
23142,0.011868976518012582,3.4633681698461573e-06,0.00011084177937145305,32.0,0,-28.773099305481225,-30.13206139976933,-28.33429132988171,-0.6744739464705359,-13.804731939204892
23256,0.011868933381667786,3.413879917537643e-06,0.00010925794473195257,32.0,0,-28.77997245521395,-30.139275739874165,-28.341142092223645,-0.6747837007243429,-13.808056517382223
23370,0.011868891468815923,3.365135556908738e-06,0.00010769791809383047,32.0,0,-28.786747423170294,-30.14638704924318,-28.347895016669952,-0.6750890084311915,-13.811333555612578
23484,0.011868850743871683,3.317122859847042e-06,0.00010616130808743972,32.0,0,-28.793425684358162,-30.153396875031547,-28.354551572385905,-0.675389937006942,-13.814563769473015
23598,0.011868811172322276,3.269829829128713e-06,0.00010464773074091963,32.0,0,-28.800008689563033,-30.16030673900686,-28.36111320442927,-0.6756865527430479,-13.817747862751027
23712,0.011868772720693166,3.223244693212158e-06,0.00010315680930242187,32.0,0,-28.806497865804673,-30.167118138027266,-28.367581334204285,-0.6759789208282204,-13.820886527667902
23826,0.011868735356515633,3.177355901155303e-06,0.0001016881740771557,32.0,0,-28.812894616783474,-30.173832544508787,-28.373957359905443,-0.6762671053696191,-13.823980445096971
23940,0.01186869904829485,3.1321521177179215e-06,0.00010024146228333782,32.0,0,-28.819200323316945,-30.18045140688225,-28.380242656951356,-0.676551169413541,-13.827030284776987
24054,0.011868663765479431,3.0876222185276763e-06,9.88163178770231e-05,32.0,0,-28.825416343766285,-30.186976150039975,-28.386438578408953,-0.6768311749656274,-13.830036705520687
24168,0.011868629478431755,3.04375528544803e-06,9.741239142328263e-05,32.0,0,-28.831544014453595,-30.1934081757726,-28.39254645540821,-0.6771071830106463,-13.833000355418694
24282,0.011868596158399492,3.0005406020093576e-06,9.602933993813946e-05,32.0,0,-28.837584650069907,-30.1997488631963,-28.398567597547878,-0.6773792535317731,-13.835921872038941
24396,0.01186856377748769,2.9579676489992776e-06,9.466682675129739e-05,32.0,0,-28.84353954407412,-30.205999569170555,-28.404503293292155,-0.6776474455294852,-13.83880188262162
24510,0.011868532308632418,2.9160261001423243e-06,9.332452137032708e-05,32.0,0,-28.849409969083275,-30.212161628706745,-28.410354810358704,-0.6779118170399973,-13.841641004269853
24624,0.011868501725574531,2.874705817920035e-06,9.200209934290877e-05,32.0,0,-28.85519717725438,-30.218236355368088,-28.416123396098364,-0.6781724251533144,-13.844439844136256
24738,0.011868472002834937,2.833996849482299e-06,9.069924212384144e-05,32.0,0,-28.860902400657775,-30.22422504166058,-28.421810277866427,-0.6784293260308613,-13.847198999605316
24852,0.011868443115690267,2.793889422652119e-06,8.941563695333781e-05,32.0,0,-28.866526851642647,-30.23012895941568,-28.427416663386026,-0.6786825749227029,-13.849919058471883
24966,0.01186841504014958,2.754373942068396e-06,8.815097673350915e-05,32.0,0,-28.872071723194477,-30.235949360164838,-28.43294374110372,-0.678932226184449,-13.852600599115783
25080,0.01186838775293166,2.715440985402115e-06,8.690495990114909e-05,32.0,0,-28.87753818928503,-30.241687475505838,-28.438392680537426,-0.6791783332937203,-13.855244190672694
25194,0.011868361231443242,2.677081299681124e-06,8.567729030889098e-05,32.0,0,-28.882927405214637,-30.247344517461453,-28.443764632616944,-0.679420948866299,-13.857850393201291
25308,0.011868335453757674,2.6392857976843513e-06,8.446767712791829e-05,32.0,0,-28.8882405079475,-30.252921678830514,-28.449060730017322,-0.6796601246718955,-13.860419757846916
25422,0.011868310398594702,2.6020455544821355e-06,8.327583471101372e-05,32.0,0,-28.893478616439673,-30.258420133531445,-28.454282087485108,-0.6798959116495987,-13.862952827001683
25536,0.01186828604530025,2.5653518039826563e-06,8.210148249956873e-05,32.0,0,-28.89864283196027,-30.263841036938704,-28.459429802157775,-0.6801283599229785,-13.865450134461273
25650,0.01186826237382767,2.529195935659796e-06,8.094434491205122e-05,32.0,0,-28.903734238405846,-30.269185526212116,-28.464504953876475,-0.6803575188148739,-13.867912205578351
25764,0.011868239364718917,2.493569491267458e-06,7.980415124480098e-05,32.0,0,-28.908753902608293,-30.274454720619346,-28.46950860549222,-0.6805834368618522,-13.870339557412825
25878,0.011868216999086568,2.4584641617186314e-06,7.86806355625106e-05,32.0,0,-28.91370287463633,-30.279649721851644,-28.474441803165764,-0.6808061618283696,-13.872732698878904
25992,0.011868195258596647,2.4238717839808896e-06,7.7573536608932e-05,32.0,0,-28.91858218809067,-30.284771614333174,-28.47930557666126,-0.6810257407206308,-13.87509213088918
26106,0.011868174125451639,2.3897843380818968e-06,7.648259770961415e-05,32.0,0,-28.92339286039323,-30.289821465523836,-28.484100939633876,-0.6812422198001504,-13.87741834649563
26220,0.01186815358237415,2.356193944186597e-06,7.540756666335188e-05,32.0,0,-28.928135893070255,-30.294800326215995,-28.48882888991148,-0.6814556445970412,-13.879711831027791
26334,0.011868133612591317,2.323092859719447e-06,7.43481956764446e-05,32.0,0,-28.932812272029782,-30.299709230825016,-28.49349040977062,-0.6816660599230134,-13.88197306222802
26448,0.011868114199819403,2.2904734766002455e-06,7.330424124888613e-05,32.0,0,-28.93742296783338,-30.304549197674014,-28.49808646620685,-0.6818735098840889,-13.884202510384041
26562,0.011868095328248954,2.25832831848369e-06,7.227546410217232e-05,32.0,0,-28.941968935962375,-30.309321229272804,-28.50261801119962,-0.6820780378930962,-13.886400638458776
26676,0.011868076982530694,2.2266500381540495e-06,7.126162908950773e-05,32.0,0,-28.94645111707879,-30.314026312591146,-28.507085981971784,-0.6822796866818532,-13.88856790221752
26790,0.011868059147761522,2.1954314148923602e-06,7.026250511008105e-05,32.0,0,-28.95087043728087,-30.318665419326596,-28.51149130124388,-0.6824784983131347,-13.890704750352569
26904,0.011868041809471052,2.1646653519640882e-06,6.927786503840379e-05,32.0,0,-28.955227808353623,-30.32323950616696,-28.515834877483393,-0.6826745141923928,-13.892811624605324
27018,0.011868024953608653,2.1343448741447384e-06,6.830748562943275e-05,32.0,0,-28.95952412801427,-30.327749515047437,-28.52011760514893,-0.6828677750792126,-13.894888959885925
27132,0.01186800856653101,2.104463125309381e-06,6.735114745667313e-05,32.0,0,-28.96376028015292,-30.332196373402816,-28.524340364929664,-0.683058321098563,-13.896937184390556
27246,0.011867992634989648,2.075013366066485e-06,6.640863483094917e-05,32.0,0,-28.967937135068336,-30.336580994414483,-28.528504023979952,-0.6832461917517925,-13.898956719716331
27360,0.011867977146119283,2.0459889714874453e-06,6.547973571133642e-05,32.0,0,-28.97205554969913,-30.340904277252715,-28.53260943614934,-0.6834314259274418,-13.900947980973951
27474,0.011867962087426362,2.017383428829685e-06,6.456424167369867e-05,32.0,0,-28.976116367850416,-30.34516710731418,-28.53665744220811,-0.6836140619117957,-13.90291137689817
27588,0.01186794744677795,1.989190335355004e-06,6.36619477863997e-05,32.0,0,-28.980120420416025,-30.349370356454692,-28.540648870068342,-0.683794137399248,-13.904847309955976
27702,0.011867933212391043,1.961403396194081e-06,6.277265258937176e-05,32.0,0,-28.98406852559627,-30.353514883217557,-28.544584535000677,-0.6839716895024527,-13.906756176452758
27816,0.011867919372821948,1.9340164222382273e-06,6.189615800296553e-05,32.0,0,-28.987961489111665,-30.357601533057412,-28.548465239846912,-0.6841467547622825,-13.908638366636348
27930,0.011867905916956656,1.9070233281114507e-06,6.1032269267242504e-05,32.0,0,-28.99180010441235,-30.361631138559748,-28.552291775228444,-0.6843193691575782,-13.91049426479905
28044,0.011867892834000431,1.8804181301567677e-06,6.018079487402405e-05,32.0,0,-28.99558515288352,-30.36560451965615,-28.556064919750664,-0.6844895681147012,-13.912324249377667
28158,0.011867880113468935,1.854194944493454e-06,5.934154650922839e-05,32.0,0,-28.999317404046916,-30.369522483835524,-28.55978544020351,-0.6846573865169227,-13.914128693051628
28272,0.011867867745178656,1.8283479851040957e-06,5.85143389976929e-05,32.0,0,-29.002997615758485,-30.37338582635116,-28.563454091758107,-0.6848228587135983,-13.91590796283923
28386,0.011867855719238273,1.8028715619657963e-06,5.769899023041942e-05,32.0,0,-29.00662653440216,-30.3771953304239,-28.567071618159705,-0.6849860185291986,-13.91766242019198
28500,0.011867844026039768,1.777760079240086e-06,5.68953211125579e-05,32.0,0,-29.01020489508004,-30.380951767441402,-28.570638751916857,-0.6851468992721175,-13.919392421087192
28614,0.011867832656250204,1.7530080334719951e-06,5.6103155511418495e-05,32.0,0,-29.01373342179893,-30.3846558971537,-28.574156214487147,-0.6853055337433666,-13.921098316118773
28728,0.011867821600803801,1.7286100118605637e-06,5.532232018834524e-05,32.0,0,-29.017212827653392,-30.388308467864945,-28.577624716459265,-0.685461954245036,-13.922780450586323
28842,0.011867810850893707,1.7045606905573935e-06,5.455264475963727e-05,32.0,0,-29.020643815005304,-30.39191021662175,-28.58104495773184,-0.6856161925886625,-13.924439164582548
28956,0.011867800397964751,1.6808548329830308e-06,5.3793961625463847e-05,32.0,0,-29.02402707566005,-30.39546186939777,-28.58441762768872,-0.6857682801033872,-13.926074793078984
29070,0.01186779023370576,1.6574872882163054e-06,5.3046105939026465e-05,32.0,0,-29.027363291039407,-30.398964141274966,-28.587743405371082,-0.6859182476439725,-13.927687666010144
29184,0.011867780350042649,1.634452989388485e-06,5.23089155307293e-05,32.0,0,-29.03065313235129,-30.40241773662145,-28.591022959646352,-0.6860661255986634,-13.929278108356089
29298,0.011867770739131315,1.6117469521334054e-06,5.158223087976095e-05,32.0,0,-29.033897260756245,-30.405823349266104,-28.594256949373964,-0.6862119438969217,-13.930846440223446
29412,0.011867761393351025,1.589364273046885e-06,5.0865895057603285e-05,32.0,0,-29.037096327530893,-30.409181662669802,-28.597446023568008,-0.6863557320169729,-13.932392976924936
29526,0.011867752305297725,1.567300128219415e-06,5.015975367157797e-05,32.0,0,-29.0402509742283,-30.41249335009364,-28.600590821556903,-0.6864975189932491,-13.933918029057384
29640,0.011867743467777898,1.5455497717548896e-06,4.946365483744158e-05,32.0,0,-29.043361832835615,-30.41575907476402,-28.603691973140247,-0.6866373334236686,-13.935421902578355
29754,0.01186773487380236,1.5241085343492073e-06,4.877744911204083e-05,32.0,0,-29.0464295259285,-30.418979490034694,-28.606750098742612,-0.6867752034767897,-13.936904898881332
29868,0.011867726516580284,1.5029718218985254e-06,4.810098946642697e-05,32.0,0,-29.04945466682293,-30.42215523954581,-28.609765809564614,-0.6869111568988446,-13.938367314869508
29982,0.011867718389513471,1.4821351141222398e-06,4.7434131226808466e-05,32.0,0,-29.052437859724225,-30.425286957380145,-28.612739707731258,-0.6870452210205952,-13.939809443028256
30096,0.011867710486190671,1.4615939632299488e-06,4.67767320491361e-05,32.0,0,-29.05537969987334,-30.42837526821648,-28.615672386437588,-0.6871774227641191,-13.94123157149628
30210,0.01186770280038233,1.441343992611993e-06,4.612865185545631e-05,32.0,0,-29.05828077369042,-30.431420787480153,-28.618564430091624,-0.687307788649444,-13.942633984135432
30324,0.011867695326035047,1.4213808955534516e-06,4.548975281667831e-05,32.0,0,-29.061141658915993,-30.43442412149092,-28.621416414454817,-0.6874363448010364,-13.944016960599294
30438,0.01186768805726673,1.401700433975187e-06,4.485989929348364e-05,32.0,0,-29.06396292474929,-30.43738586760819,-28.62422890677988,-0.6875631169542346,-13.945380776400519
30552,0.011867680988361558,1.3822984372191029e-06,4.423895780544756e-05,32.0,0,-29.06674513198446,-30.440306614373636,-28.627002465946326,-0.6876881304614936,-13.946725702976975
30666,0.011867674113765107,1.363170800824546e-06,4.362679699352333e-05,32.0,0,-29.069488833144014,-30.443186941651227,-28.629737642593312,-0.6878114102985591,-13.94805200775664
30780,0.011867667428079664,1.3443134853639788e-06,4.302328757422716e-05,32.0,0,-29.072194572610083,-30.446027420764796,-28.63243497925037,-0.6879329810705237,-13.949359954221409
30894,0.011867660926059957,1.325722515285628e-06,4.2428302315857956e-05,32.0,0,-29.07486288675335,-30.448828614633193,-28.6350950104657,-0.6880528670177504,-13.950649801969714
31008,0.0118676546026084,1.3073939777750104e-06,4.1841715990064974e-05,32.0,0,-29.0774943040595,-30.45159107790296,-28.637718262932154,-0.6881710920217382,-13.95192180677806
31122,0.011867648452771062,1.2893240216611864e-06,4.1263405339022324e-05,32.0,0,-29.080089345253697,-30.454315357078755,-28.640305255611104,-0.6882876796108167,-13.953176220661431
31236,0.011867642471733619,1.271508856323118e-06,4.069324904907903e-05,32.0,0,-29.082648523422712,-30.45700199065139,-28.64285649985402,-0.6884026529657857,-13.954413291932672
31350,0.011867636654816984,1.2539447506287626e-06,4.0131127707417306e-05,32.0,0,-29.085172344134875,-30.45965150922369,-28.64537249952198,-0.688516034925446,-13.955633265260772
31464,0.011867630997473778,1.2366280318896117e-06,3.957692377478803e-05,32.0,0,-29.087661305558072,-30.462264435634186,-28.647853751103113,-0.6886278479920239,-13.956836381728197
31578,0.01186762549528437,1.2195550848590206e-06,3.903052153780563e-05,32.0,0,-29.090115898575494,-30.464841285078457,-28.650300743827852,-0.6887381143364968,-13.958022878887121
31692,0.011867620143953313,1.202722350706762e-06,3.8491807106752655e-05,32.0,0,-29.092536606899586,-30.467382565228608,-28.65271395978238,-0.6888468558038287,-13.959192990814762
31806,0.01186761493930567,1.186126326063999e-06,3.79606683553494e-05,32.0,0,-29.094923907183748,-30.469888776350473,-28.65509387401988,-0.6889540939181187,-13.960346948167679
31920,0.01186760987728364,1.1697635620412566e-06,3.743699490672769e-05,32.0,0,-29.097278269132406,-30.472360411418954,-28.65744095467014,-0.6890598498876517,-13.961484978235204
32034,0.011867604953943279,1.1536306633163848e-06,3.6920678091071716e-05,32.0,0,-29.099600155608886,-30.47479795623118,-28.659755663046944,-0.6891641446098556,-13.962607304991856
32148,0.01186760016545092,1.1377242871817394e-06,3.641161092972946e-05,32.0,0,-29.101890022741667,-30.47720188951791,-28.6620384537539,-0.6892669986761876,-13.963714149148924
32262,0.011867595508080577,1.1220411426638684e-06,3.590968809510998e-05,32.0,0,-29.104148320028653,-30.479572683052915,-28.66428977478825,-0.6893684323769255,-13.964805728205143
32376,0.0118675909782103,1.1065779896258115e-06,3.5414805892130654e-05,32.0,0,-29.106375490439707,-30.481910801760456,-28.666510067643,-0.6894684657058584,-13.96588225649644
32490,0.011867586572319658,1.0913316379089908e-06,3.4926862220161795e-05,32.0,0,-29.10857197051746,-30.48421670382103,-28.66869976740729,-0.6895671183649394,-13.966943945244921
32604,0.011867582286986448,1.076298946473408e-06,3.444575655164459e-05,32.0,0,-29.110738190476347,-30.486490840775243,-28.67085930286503,-0.6896644097688135,-13.96799100260694
32718,0.011867578118884269,1.0614768225640845e-06,3.397138990570551e-05,32.0,0,-29.11287457430003,-30.488733657625914,-28.672989096591888,-0.6897603590492838,-13.9690236337204
32832,0.011867574064779559,1.0468622208961294e-06,3.350366481892904e-05,32.0,0,-29.114981539837075,-30.490945592938495,-28.67508956505062,-0.6898549850597085,-13.970042040751206
32946,0.011867570121529065,1.0324521428580883e-06,3.304248532666001e-05,32.0,0,-29.11705949889509,-30.493127078939743,-28.677161118684783,-0.6899483063793233,-13.97104642293897
33060,0.011867566286077262,1.0182436357082882e-06,3.258775692151576e-05,32.0,0,-29.119108857333217,-30.495278541614756,-28.67920416201085,-0.6900403413174587,-13.97203697664192
33174,0.011867562555453733,1.0042337918228988e-06,3.213938655335653e-05,32.0,0,-29.121130015153128,-30.49740040080237,-28.681219093708858,-0.6901311079177289,-13.973013895381031
33288,0.011867558926770997,9.904197479247167e-07,3.169728258240044e-05,32.0,0,-29.123123366588402,-30.499493070288963,-28.683206306711405,-0.6902206239621326,-13.973977369883468
33402,0.011867555397221901,9.767986843556242e-07,3.126135476678898e-05,32.0,0,-29.12508930019253,-30.501556957900664,-28.685166188291273,-0.690308906975049,-13.974927588125228
33516,0.011867551964077527,9.633678243269527e-07,3.0831514237743496e-05,32.0,0,-29.12702819892533,-30.503592465594036,-28.68709912014752,-0.6903959742272324,-13.975864735373136
33630,0.011867548624684945,9.50124433225694e-07,3.0407673474103907e-05,32.0,0,-29.128940440237955,-30.50559998954526,-28.689005478490152,-0.6904818427396873,-13.97678899422609
33744,0.011867545376465045,9.370658179054497e-07,2.9989746288626563e-05,32.0,0,-29.13082639615657,-30.507579920237838,-28.69088563412344,-0.6905665292874898,-13.977700544655631
33858,0.011867542216910314,9.241893259966099e-07,2.9577647790633196e-05,32.0,0,-29.132686433364444,-30.50953264254878,-28.69273995252771,-0.6906500504035704,-13.978599564045842
33972,0.011867539143583057,9.114923452458935e-07,2.9171294377250206e-05,32.0,0,-29.13452091328295,-30.511458535833448,-28.69456879393996,-0.6907324223823847,-13.979486227232577
34086,0.01186753615411336,8.989723028247347e-07,2.8770603708342232e-05,32.0,0,-29.136330192151007,-30.513357974008976,-28.696372513433072,-0.6908136612835676,-13.980360706542063
34200,0.011867533246196984,8.866266647212669e-07,2.8375494681129168e-05,32.0,0,-29.13811462110329,-30.515231325636265,-28.698151460993618,-0.6908937829355049,-13.981223171828827
34314,0.01186753041759375,8.744529350587502e-07,2.7985887420343854e-05,32.0,0,-29.139874546247157,-30.51707895400071,-28.699905981598583,-0.6909728029388561,-13.982073790513018
34428,0.01186752766612559,8.624486555155836e-07,2.7601703250263882e-05,32.0,0,-29.141610308738354,-30.518901217191505,-28.70163641529065,-0.691050736669997,-13.982912727617114
34542,0.011867524989674947,8.50611404670233e-07,2.722286467001859e-05,32.0,0,-29.143322244855412,-30.52069846817981,-28.703343097252407,-0.6911275992844267,-13.983740145802042
34656,0.011867522386182867,8.389387974267345e-07,2.6849295351581635e-05,32.0,0,-29.14501068607278,-30.522471054895423,-28.705026357879174,-0.6912034057201254,-13.984556205402662
34770,0.011867519853647476,8.274284844143797e-07,2.6480920101983655e-05,32.0,0,-29.14667595913298,-30.524219320302397,-28.70668652285081,-0.691278170700818,-13.98536106446271
34884,0.01186751739012241,8.160781513995268e-07,2.6117664857594337e-05,32.0,0,-29.148318386117325,-30.5259436024733,-28.708323913202218,-0.6913519087392244,-13.986154878769153
34998,0.011867514993715144,8.048855187297575e-07,2.575945665966567e-05,32.0,0,-29.14993828451569,-30.527644234662386,-28.70993884539283,-0.6914246341402386,-13.986937801886004
35112,0.011867512662585586,7.938483407667049e-07,2.5406223637218316e-05,32.0,0,-29.15153596729504,-30.52932154537742,-28.711531631374843,-0.6914963610040529,-13.987709985187562
35226,0.011867510394944587,7.82964405340037e-07,2.5057894994820325e-05,32.0,0,-29.153111742966853,-30.53097585845056,-28.713102578660447,-0.6915671032292448,-13.988471577891119
35340,0.011867508189052349,7.722315332035163e-07,2.471440098048988e-05,32.0,0,-29.154665915653574,-30.532607493107857,-28.714651990387928,-0.6916368745157889,-13.989222727089162
35454,0.011867506043217327,7.61647577506033e-07,2.4375672892818728e-05,32.0,0,-29.15619878515384,-30.534216764037858,-28.71618016538672,-0.6917056883680526,-13.989963577781031
35568,0.011867503955794678,7.512104232820914e-07,2.4041643043105867e-05,32.0,0,-29.157710647006756,-30.53580398145892,-28.717687398241395,-0.6917735580977137,-13.99069427290407
35682,0.011867501925184924,7.409179869252421e-07,2.3712244744881228e-05,32.0,0,-29.159201792555116,-30.537369451185583,-28.719173979354636,-0.6918404968266401,-13.991414953364277
35796,0.011867499949832907,7.307682157030698e-07,2.3387412301395514e-05,32.0,0,-29.160672509007583,-30.53891347469381,-28.720640195009224,-0.6919065174897375,-13.992125758066468
35910,0.011867498028226304,7.207590872587155e-07,2.306708099029044e-05,32.0,0,-29.162123079499974,-30.540436349185235,-28.722086327429043,-0.6919716328377356,-13.99282682394397
36024,0.011867496158894571,7.108886091053123e-07,2.2751187046570618e-05,32.0,0,-29.163553783155393,-30.541938367650275,-28.72351265483899,-0.6920358554399118,-13.993518285987797
36138,0.011867494340407674,7.011548181977262e-07,2.243966763684437e-05,32.0,0,-29.16496489514362,-30.543419818930435,-28.724919451524165,-0.6920991976868234,-13.994200277275421
36252,0.0118674925713751,6.915557804297508e-07,2.21324608700002e-05,32.0,0,-29.166356686739373,-30.54488098777944,-28.726306987887906,-0.6921616717929469,-13.994872928999037
36366,0.011867490850444647,6.82089590183428e-07,2.182950575353239e-05,32.0,0,-29.16772942537974,-30.546322154923462,-28.727675530508975,-0.6922232897992894,-13.995536370493378
36480,0.011867489176301389,6.727543698717142e-07,2.1530742197540472e-05,32.0,0,-29.16908337472071,-30.547743597120423,-28.7290253421979,-0.6922840635759685,-13.996190729263141
36594,0.011867487547666523,6.635482695292251e-07,2.1236110998689486e-05,32.0,0,-29.170418794692797,-30.549145587218383,-28.730356682052395,-0.6923440048247388,-13.996836131009923
