iteration,objective,gradient_norm,parameter_step_norm,accepted_step,backtracks,parameter_0,parameter_1,parameter_2,parameter_3,parameter_4
36708,0.011867485963296698,6.544694663361993e-07,2.0945553815811234e-05,32.0,0,-29.171735941555703,-30.550528394212897,-28.73166980551181,-0.6924031250814906,-13.997472699658754
36822,0.011867484421982492,6.455161642174513e-07,2.0659013167511654e-05,32.0,0,-29.173035067952284,-30.551892283303573,-28.732964964410893,-0.6924614357186879,-13.99810055738421
36936,0.011867482922548097,6.366865934107724e-07,2.037643241342176e-05,32.0,0,-29.174316422961542,-30.553237515949714,-28.73424240703258,-0.6925189479477897,-13.998719824636122
37050,0.011867481463849739,6.279790100664218e-07,2.0097755743419814e-05,32.0,0,-29.175580252150805,-30.554564349925077,-28.735502378159993,-0.6925756728216274,-13.999330620164866
37164,0.01186748004477542,6.193916958263829e-07,1.9822928165156052e-05,32.0,0,-29.176826797627125,-30.555873039371765,-28.73674511912766,-0.6926316212367281,-13.999933061046255
37278,0.011867478664243454,6.109229574407893e-07,1.9551895486522062e-05,32.0,0,-29.17805629808789,-30.557163834853334,-28.737970867871898,-0.6926868039356309,-14.000527262706077
37392,0.01186747732120211,6.025711263729173e-07,1.9284604306952952e-05,32.0,0,-29.179268988870575,-30.558436983407017,-28.739179858980425,-0.6927412315091347,-14.001113338944206
37506,0.011867476014628342,5.943345584092146e-07,1.902100200171138e-05,32.0,0,-29.180465102001797,-30.559692728595138,-28.74037232374118,-0.6927949143985339,-14.001691401958357
37620,0.011867474743527428,5.862116332909798e-07,1.8761036723737365e-05,32.0,0,-29.1816448662455,-30.56093131055574,-28.741548490190404,-0.6928478628978108,-14.002261562367451
37734,0.011867473506931785,5.782007543316771e-07,1.8504657363864996e-05,32.0,0,-29.182808507150526,-30.56215296605247,-28.742708583160002,-0.6929000871557975,-14.002823929234665
37848,0.011867472303900572,5.703003480614291e-07,1.825181357105894e-05,32.0,0,-29.183956247097385,-30.56335792852361,-28.7438528243241,-0.6929515971782926,-14.003378610090078
37962,0.011867471133518628,5.625088638663043e-07,1.8002455714151915e-05,32.0,0,-29.185088305344284,-30.564546428130416,-28.74498143224497,-0.6930024028301472,-14.003925710952975
38076,0.011867469994896029,5.548247736357606e-07,1.775653489386201e-05,32.0,0,-29.186204898072443,-30.565718691804655,-28.746094622418145,-0.6930525138373472,-14.004465336353807
38190,0.01186746888716711,5.472465714159415e-07,1.7514002906228527e-05,32.0,0,-29.187306238430722,-30.566874943295463,-28.74719260731692,-0.6931019397890178,-14.004997589355835
38304,0.0118674678094901,5.397727730579479e-07,1.727481225658239e-05,32.0,0,-29.188392536579673,-30.568015403215487,-28.74827559643618,-0.6931506901394213,-14.005522571576416
38418,0.011867466761046256,5.32401915908278e-07,1.703891613543298e-05,32.0,0,-29.1894639997347,-30.56914028908623,-28.749343796335463,-0.6931987742099357,-14.006040383207951
38532,0.011867465741039277,5.251325584583297e-07,1.6806268404012274e-05,32.0,0,-29.1905208322087,-30.570249815382823,-28.750397410681444,-0.6932462011909702,-14.006551123038545
38646,0.011867464748694741,5.179632800214935e-07,1.6576823595943677e-05,32.0,0,-29.191563235454076,-30.571344193578014,-28.751436640289743,-0.69329298014388,-14.00705488847232
38760,0.011867463783259306,5.108926804323986e-07,1.635053690257358e-05,32.0,0,-29.192591408103986,-30.572423632185536,-28.752461683166093,-0.6933391200028399,-14.007551775549441
38874,0.01186746284400043,5.03919379710059e-07,1.6127364159348547e-05,32.0,0,-29.193605546013057,-30.57348833680279,-28.753472734546854,-0.6933846295766839,-14.008041878965813
38988,0.01186746193020554,4.970420177668519e-07,1.5907261832459196e-05,32.0,0,-29.194605842297435,-30.574538510152877,-28.754469986938975,-0.6934295175507328,-14.008525292092468
39102,0.011867461041181564,4.902592541045437e-07,1.5690187029112945e-05,32.0,0,-29.195592487374288,-30.57557435212604,-28.75545363015928,-0.6934737924885652,-14.00900210699473
39216,0.011867460176254488,4.835697675102959e-07,1.5476097455952907e-05,32.0,0,-29.196565669000567,-30.576596059820393,-28.756423851373196,-0.6935174628338114,-14.009472414450967
39330,0.011867459334768697,4.769722557562404e-07,1.526495143935232e-05,32.0,0,-29.19752557231138,-30.577603827582067,-28.757380835132874,-0.6935605369118426,-14.00993630397116
39444,0.01186745851608641,4.704654353527561e-07,1.5056707907256531e-05,32.0,0,-29.198472379857602,-30.57859784704481,-28.758324763414745,-0.6936030229315245,-14.010393863815166
39558,0.01186745771958746,4.64048041194716e-07,1.4851326366487759e-05,32.0,0,-29.199406271643046,-30.579578307168887,-28.75925581565653,-0.6936449289868647,-14.01084518101066
39672,0.01186745694466853,4.5771882635336285e-07,1.4648766910951568e-05,32.0,0,-29.20032742516093,-30.580545394279447,-28.7601741687936,-0.6936862630586914,-14.011290341370852
39786,0.01186745619074291,4.5147656176374746e-07,1.4448990207267181e-05,32.0,0,-29.201236015429956,-30.581499292104287,-28.761079997294896,-0.6937270330162761,-14.011729429511911
39900,0.01186745545723977,4.4532003596139726e-07,1.4251957480499935e-05,32.0,0,-29.20213221502974,-30.582440181811066,-28.76197347319825,-0.6937672466189361,-14.012162528870144
40014,0.011867454743604016,4.3924805482358517e-07,1.4057630516833449e-05,32.0,0,-29.20301619413575,-30.583368242044024,-28.762854766145217,-0.6938069115176232,-14.012589721718923
40128,0.011867454049295652,4.332594413073693e-07,1.3865971647157066e-05,32.0,0,-29.20388812055369,-30.584283648959953,-28.763724043415294,-0.6938460352564824,-14.013011089185307
40242,0.011867453373789423,4.2735303517992104e-07,1.3676943733998412e-05,32.0,0,-29.20474815975337,-30.58518657626383,-28.764581469959715,-0.6938846252743727,-14.013426711266465
40356,0.01186745271657449,4.2152769279626786e-07,1.349051018084758e-05,32.0,0,-29.205596474902094,-30.586077195243845,-28.765427208434716,-0.6939226889063992,-14.013836666845842
40470,0.011867452077153902,4.1578228681666567e-07,1.330663490515476e-05,32.0,0,-29.20643322689756,-30.58695567480587,-28.766261419234294,-0.6939602333853864,-14.01424103370906
40584,0.011867451455044324,4.101157059889893e-07,1.3125282345943447e-05,32.0,0,-29.207258574400168,-30.587822181507452,-28.76708426052244,-0.6939972658433516,-14.01463988855961
40698,0.011867450849775566,4.0452685489520065e-07,1.2946417444527292e-05,32.0,0,-29.20807267386502,-30.588676879591272,-28.76789588826498,-0.6940337933129374,-14.01503330703429
40812,0.0118674502608903,3.9901465371855506e-07,1.2770005637609923e-05,32.0,0,-29.20887567957328,-30.589519931018152,-28.76869645626085,-0.6940698227288438,-14.015421363718408
40926,0.011867449687943588,3.9357803800312014e-07,1.2596012867268958e-05,32.0,0,-29.20966774366307,-30.590351495499522,-28.769486116172953,-0.69410536092924,-14.015804132160788
41040,0.011867449130502795,3.882159584480326e-07,1.2424405541560792e-05,32.0,0,-29.210449016160105,-30.5911717305294,-28.77026501755854,-0.6941404146571168,-14.016181684888519
41154,0.011867448588146968,3.8292738065651536e-07,1.2255150561461473e-05,32.0,0,-29.211219645007645,-30.591980791415953,-28.771033307899177,-0.694174990561658,-14.01655409342149
41268,0.01186744806046673,3.7771128492690727e-07,1.2088215293744008e-05,32.0,0,-29.211979776096047,-30.592778831312522,-28.771791132630177,-0.6942090951995971,-14.016921428286736
41382,0.011867447547063693,3.7256666604065396e-07,1.1923567563181627e-05,32.0,0,-29.212729553292032,-30.593566001248217,-28.772538635169706,-0.6942427350364999,-14.017283759032516
41496,0.011867447047550458,3.674925330245843e-07,1.1761175659160974e-05,32.0,0,-29.213469118467287,-30.59434245015811,-28.773275956947383,-0.6942759164480935,-14.017641154242263
41610,0.011867446561550202,3.6248790897362636e-07,1.160100831500219e-05,32.0,0,-29.214198611526818,-30.595108324912836,-28.774003237432463,-0.6943086457215396,-14.017993681548228
41724,0.01186744608869626,3.5755183081660915e-07,1.144303470283071e-05,32.0,0,-29.2149181704369,-30.595863770347968,-28.774720614161684,-0.6943409290566831,-14.018341407645044
41838,0.01186744562863208,3.5268334912087296e-07,1.1287224445545232e-05,32.0,0,-29.215627931252392,-30.596608929292717,-28.775428222766536,-0.6943727725673043,-14.018684398302932
41952,0.01186744518101072,3.478815278913131e-07,1.1133547583862131e-05,32.0,0,-29.216328028143913,-30.597343942598446,-28.776126197000337,-0.6944041822823345,-14.019022718380873
42066,0.011867444745494749,3.431454443738256e-07,1.0981974583665042e-05,32.0,0,-29.21701859342448,-30.5980689491666,-28.77681466876475,-0.6944351641470781,-14.01935643183949
42180,0.011867444321755889,3.3847418885333713e-07,1.083247633707658e-05,32.0,0,-29.217699757575737,-30.598784085976245,-28.77749376813595,-0.694465724024381,-14.019685601753745
42294,0.011867443909474928,3.3386686447962967e-07,1.068502413372087e-05,32.0,0,-29.218371649273855,-30.599489488111274,-28.77816362339043,-0.6944958676958078,-14.020010290325477
42408,0.011867443508341072,3.2932258705503364e-07,1.0539589680787183e-05,32.0,0,-29.219034395415093,-30.60018528878715,-28.778824361030438,-0.6945256008627867,-14.020330558895745
42522,0.011867443118052238,3.248404848625096e-07,1.039614508123698e-05,32.0,0,-29.219688121140823,-30.600871619377315,-28.779476105809007,-0.694554929147767,-14.020646467956999
42636,0.011867442738314471,3.204196984891655e-07,1.0254662824063827e-05,32.0,0,-29.220332949862396,-30.601548609439135,-28.78011898075463,-0.6945838580953078,-14.020958077165057
42750,0.011867442368841772,3.1605938062483303e-07,1.0115115794711494e-05,32.0,0,-29.2209690032855,-30.60221638673956,-28.78075310719561,-0.6946123931732091,-14.021265445350918
42864,0.011867442009356006,3.117586959071565e-07,9.977477259221089e-06,32.0,0,-29.221596401434116,-30.60287507728026,-28.781378604783917,-0.6946405397735723,-14.021568630532368
42978,0.01186744165958656,3.0751682073285375e-07,9.841720858643276e-06,32.0,0,-29.222215262674354,-30.60352480532257,-28.78199559151892,-0.6946683032138841,-14.021867689925472
43092,0.01186744131927014,3.0333294309361523e-07,9.707820606789355e-06,32.0,0,-29.22282570373769,-30.60416569341197,-28.782604183770587,-0.694695688738072,-14.02216267995587
43206,0.011867440988150683,2.992062624013252e-07,9.575750878997374e-06,32.0,0,-29.223427839744023,-30.604797862402215,-28.78320449630241,-0.6947227015175316,-14.02245365626989
43320,0.011867440665979063,2.9513598932933365e-07,9.445486416306022e-06,32.0,0,-29.224021784224313,-30.60542143147914,-28.783796642294025,-0.6947493466521679,-14.022740673745538
43434,0.011867440352512896,2.9112134563795386e-07,9.317002311958646e-06,32.0,0,-29.224607649142904,-30.60603651818407,-28.78438073336344,-0.6947756291713837,-14.023023786503282
43548,0.011867440047516458,2.871615640280561e-07,9.190274002877862e-06,32.0,0,-29.2251855449196,-30.606643238436963,-28.784956879588993,-0.6948015540350848,-14.023303047916734
43662,0.011867439750760371,2.832558879626347e-07,9.06527728847378e-06,32.0,0,-29.2257555804513,-30.607241706559176,-28.78552518953099,-0.6948271261346564,-14.023578510623109
43776,0.011867439462021385,2.7940357152829446e-07,8.941988285524944e-06,32.0,0,-29.226317863133364,-30.60783203529586,-28.786085770252956,-0.6948523502939445,-14.023850226533614
43890,0.011867439181082606,2.756038792734015e-07,8.82038346417655e-06,32.0,0,-29.226872498880745,-30.60841433583814,-28.78663872734271,-0.6948772312701682,-14.0241182468436
44004,0.011867438907732812,2.718560860568947e-07,8.70043961078611e-06,32.0,0,-29.22741959214871,-30.60898871784482,-28.787184164932967,-0.6949017737548905,-14.02438262204263
44118,0.011867438641766474,2.6815947689688845e-07,8.582133851432176e-06,32.0,0,-29.227959245953294,-30.60955528946393,-28.78772218572182,-0.6949259823749326,-14.024643401924367
44232,0.011867438382983871,2.645133468313639e-07,8.465443615973697e-06,32.0,0,-29.228491561891477,-30.61011415735387,-28.788252890992776,-0.6949498616932807,-14.024900635596355
44346,0.01186743813119043,2.609170007590901e-07,8.35034666340515e-06,32.0,0,-29.229016640161046,-30.610665426704205,-28.788776380634562,-0.6949734162099763,-14.025154371489574
44460,0.011867437886197063,2.5736975332153644e-07,8.236821056733723e-06,32.0,0,-29.229534579580193,-30.611209201256372,-28.78929275316071,-0.6949966503630215,-14.02540465736801
44574,0.01186743764781976,2.5387092873380864e-07,8.124845172061044e-06,32.0,0,-29.230045477606847,-30.611745583323774,-28.789802105728725,-0.6950195685292194,-14.025651540337897
44688,0.011867437415879544,2.504198606643904e-07,8.01439768119356e-06,32.0,0,-29.230549430357645,-30.612274673811886,-28.790304534159116,-0.6950421750250667,-14.025895066857013
44802,0.011867437190202123,2.470158920947732e-07,7.905457554569015e-06,32.0,0,-29.231046532626724,-30.612796572237816,-28.790800132954,-0.6950644741075603,-14.026135282743656
44916,0.01186743697061814,2.436583751875102e-07,7.79800406355395e-06,32.0,0,-29.231536877904155,-30.613311376749795,-28.791288995315597,-0.6950864699750663,-14.026372233185665
45030,0.011867436756962798,2.403466711448885e-07,7.692016763454191e-06,32.0,0,-29.23202055839418,-30.613819184146237,-28.791771213164317,-0.6951081667681256,-14.026605962749187
45144,0.011867436549075575,2.370801501012121e-07,7.5874754927605655e-06,32.0,0,-29.232497665033208,-30.614320089894598,-28.792246877156725,-0.6951295685702559,-14.02683651538736
45258,0.011867436346800615,2.3385819095537635e-07,7.4843603774842754e-06,32.0,0,-29.23296828750746,-30.61481418815005,-28.792716076703183,-0.6951506794087767,-14.02706393444894
45372,0.011867436149986001,2.3068018129757394e-07,7.382651815185443e-06,32.0,0,-29.233432514270433,-30.61530157177355,-28.793178899985104,-0.695171503255552,-14.027288262686627
45486,0.011867435958484203,2.2754551722722737e-07,7.28233048097361e-06,32.0,0,-29.23389043256008,-30.615782332350143,-28.793635433972273,-0.6951920440278121,-14.027509542265475
45600,0.01186743577215136,2.2445360329015343e-07,7.183377317417262e-06,32.0,0,-29.234342128415747,-30.616256560206587,-28.794085764439586,-0.6952123055888817,-14.027727814771046
45714,0.011867435590847953,2.2140385230306006e-07,7.0857735308534995e-06,32.0,0,-29.2347876866949,-30.616724344428924,-28.794529975983767,-0.6952322917489534,-14.027943121217497
45828,0.011867435414437744,2.1839568526869933e-07,6.989500594277942e-06,32.0,0,-29.23522719108956,-30.617185772879797,-28.79496815203978,-0.695252006265823,-14.028155502055544
45942,0.011867435242788611,2.1542853125276467e-07,6.894540231401627e-06,32.0,0,-29.235660724142548,-30.617640932215437,-28.795400374896975,-0.6952714528456256,-14.028364997180315
46056,0.011867435075771765,2.1250182726088388e-07,6.800874427296278e-06,32.0,0,-29.236088367263488,-30.618089907902466,-28.79582672571505,-0.6952906351435426,-14.028571645939083
46170,0.011867434913262016,2.0961501813682518e-07,6.708485413949296e-06,32.0,0,-29.236510200744522,-30.61853278423443,-28.79624728453974,-0.6953095567645269,-14.02877548713888
46284,0.011867434755137515,2.0676755643592277e-07,6.617355669463697e-06,32.0,0,-29.23692630377598,-30.618969644348198,-28.79666213031838,-0.695328221264004,-14.028976559054055
46398,0.011867434601279741,2.0395890232940574e-07,6.5274679183198876e-06,32.0,0,-29.23733675446153,-30.619400570239907,-28.79707134091509,-0.695346632148545,-14.029174899433636
46512,0.01186743445157337,2.011885234868266e-07,6.438805125644299e-06,32.0,0,-29.23774162983341,-30.619825642780917,-28.797474993125864,-0.6953647928765619,-14.029370545508662
46626,0.011867434305906217,1.9845589497532927e-07,6.351350487887139e-06,32.0,0,-29.238141005867213,-30.620244941733393,-28.797873162693406,-0.695382706858984,-14.029563533999372
46740,0.01186743416416917,1.9576049914441548e-07,6.265087442240685e-06,32.0,0,-29.238534957496686,-30.620658545765714,-28.79826592432177,-0.6954003774598957,-14.029753901122318
46854,0.011867434026256011,1.9310182553933346e-07,6.179999648041436e-06,32.0,0,-29.23892355862807,-30.621066532467683,-28.798653351690767,-0.6954178079972151,-14.029941682597341
46968,0.011867433892063333,1.9047937078651232e-07,6.096071002212645e-06,32.0,0,-29.23930688215448,-30.62146897836548,-28.799035517470198,-0.6954350017433163,-14.030126913654497
47082,0.011867433761490746,1.8789263848080032e-07,6.01328560515142e-06,32.0,0,-29.239684999969835,-30.62186595893638,-28.799412493333815,-0.695451961925669,-14.030309629040817
47196,0.011867433634440348,1.853411391221363e-07,5.931627806360356e-06,32.0,0,-29.240057982982826,-30.622257548623352,-28.79978434997319,-0.6954686917274671,-14.030489863027036
47310,0.011867433510817062,1.8282438998645082e-07,5.85108214349734e-06,32.0,0,-29.24042590113051,-30.622643820849408,-28.800151157111323,-0.6954851942882423,-14.030667649414209
47424,0.011867433390528238,1.8034191503799946e-07,5.771633393130915e-06,32.0,0,-29.240788823391828,-30.62302484803167,-28.800512983516036,-0.6955014727044625,-14.030843021540191
47538,0.011867433273483923,1.7789324484335283e-07,5.693266521154286e-06,32.0,0,-29.241146817800846,-30.62340070159538,-28.80086989701325,-0.6955175300301425,-14.031016012286097
47652,0.011867433159596364,1.7547791645700682e-07,5.615966719327251e-06,32.0,0,-29.241499951459843,-30.62377145198762,-28.801221964499994,-0.6955333692774185,-14.031186654082601
47766,0.011867433048780318,1.730954733632649e-07,5.5397193706814755e-06,32.0,0,-29.24184829055226,-30.62413716869081,-28.801569251957297,-0.695548993417147,-14.031354978916196
47880,0.011867432940952884,1.7074546535013926e-07,5.464510071071809e-06,32.0,0,-29.24219190035531,-30.624497920236127,-28.801911824462824,-0.6955644053794671,-14.031521018335328
47994,0.01186743283603334,1.684274484434956e-07,5.390324611839837e-06,32.0,0,-29.242530845252723,-30.624853774216646,-28.80224974620346,-0.6955796080543557,-14.031684803456487
48108,0.011867432733943141,1.6614098480531255e-07,5.31714897970989e-06,32.0,0,-29.242865188746862,-30.625204797300306,-28.80258308048755,-0.6955946042922081,-14.031846364970162
48222,0.011867432634605919,1.638856426576121e-07,5.244969352601651e-06,32.0,0,-29.24319499347111,-30.625551055242703,-28.80291188975708,-0.6956093969043666,-14.03200573314675
48336,0.011867432537947344,1.61660996187485e-07,5.173772108653529e-06,32.0,0,-29.243520321201796,-30.625892612899733,-28.803236235599684,-0.695623988663666,-14.03216293784236
48450,0.011867432443895045,1.5946662547978815e-07,5.103543806886047e-06,32.0,0,-29.243841232870057,-30.62622953424001,-28.803556178760402,-0.6956383823049733,-14.032318008504543
48564,0.011867432352378674,1.573021164009298e-07,5.034271191221682e-06,32.0,0,-29.244157788573524,-30.626561882357105,-28.80387177915336,-0.6956525805256992,-14.032470974177942
48678,0.011867432263329765,1.5516706055631738e-07,4.965941191876129e-06,32.0,0,-29.244470047587825,-30.626889719481703,-28.804183095873256,-0.6956665859863436,-14.032621863509876
48792,0.011867432176681795,1.530610551849745e-07,4.89854092098347e-06,32.0,0,-29.244778068377983,-30.627213106993455,-28.80449018720665,-0.6956804013109777,-14.032770704755803
48906,0.011867432092369852,1.509837030883251e-07,4.8320576653503836e-06,32.0,0,-29.245081908609542,-30.627532105432728,-28.80479311064312,-0.6956940290877575,-14.032917525784743
49020,0.01186743201033091,1.4893461254832556e-07,4.76647888907942e-06,32.0,0,-29.245381625159666,-30.627846774512285,-28.805091922886334,-0.6957074718694379,-14.033062354084647
49134,0.011867431930503615,1.4691339725376006e-07,4.70179222823549e-06,32.0,0,-29.245677274127978,-30.628157173128553,-28.805386679864768,-0.6957207321738249,-14.033205216767593
49248,0.01186743185282831,1.4491967622824663e-07,4.637985488979162e-06,32.0,0,-29.245968910847342,-30.628463359373036,-28.805677436742535,-0.6957338124842951,-14.033346140575036
49362,0.011867431777246872,1.4295307373414513e-07,4.575046649862152e-06,32.0,0,-29.246256589894358,-30.62876539054333,-28.80596424792985,-0.695746715250253,-14.033485151882896
49476,0.01186743170370277,1.4101321923737068e-07,4.512963849587139e-06,32.0,0,-29.24654036509986,-30.629063323154057,-28.80624716709342,-0.6957594428875994,-14.033622276706586
49590,0.011867431632141108,1.3909974729574995e-07,4.451725390856288e-06,32.0,0,-29.24682028955918,-30.629357212947756,-28.806526247166758,-0.6957719977792094,-14.033757540706025
49704,0.011867431562508331,1.3721229750587975e-07,4.391319743626096e-06,32.0,0,-29.24709641564228,-30.629647114905445,-28.80680154036024,-0.69578438227537,-14.03389096919051
49818,0.011867431494752374,1.3535051444231048e-07,4.33173552952207e-06,32.0,0,-29.247368795003766,-30.62993308325711,-28.80707309817107,-0.6957965986942355,-14.034022587123541
49932,0.011867431428822656,1.3351404755982906e-07,4.272961529983639e-06,32.0,0,-29.247637478592697,-30.63021517149213,-28.80734097139314,-0.6958086493222881,-14.034152419127636
50046,0.011867431364669884,1.3170255115390275e-07,4.214986683339964e-06,32.0,0,-29.247902516662382,-30.63049343236937,-28.807605210126663,-0.6958205364147374,-14.034280489488957
50160,0.011867431302246134,1.299156842736286e-07,4.157800079561095e-06,32.0,0,-29.248163958779884,-30.630767917927344,-28.807865863787793,-0.6958322621959948,-14.034406822162017
50274,0.011867431241504682,1.2815311066444411e-07,4.10139094960558e-06,32.0,0,-29.248421853835527,-30.631038679494043,-28.808122981117975,-0.6958438288600646,-14.034531440774192
50388,0.011867431182400238,1.264144986932521e-07,4.045748684943823e-06,32.0,0,-29.248676250052164,-30.631305767696784,-28.808376610193278,-0.6958552385709793,-14.034654368630251
50502,0.011867431124888538,1.2469952130221424e-07,3.990862820223567e-06,32.0,0,-29.248927194994426,-30.63156923247183,-28.808626798433554,-0.6958664934632096,-14.034775628716801
50616,0.011867431068926704,1.2300785593138246e-07,3.936723028698412e-06,32.0,0,-29.249174735577686,-30.63182912307388,-28.808873592611423,-0.6958775956420798,-14.034895243706659
50730,0.011867431014472915,1.2133918444011938e-07,3.883319130065058e-06,32.0,0,-29.249418918077076,-30.63208548808548,-28.809117038861224,-0.6958885471841495,-14.035013235963168
50844,0.011867430961486403,1.1969319308650657e-07,3.830641084558787e-06,32.0,0,-29.249659788136267,-30.632338375426205,-28.809357182687755,-0.6958993501376268,-14.035129627544451
50958,0.01186743090992774,1.1806957242939511e-07,3.778678989319989e-06,32.0,0,-29.24989739077614,-30.63258783236185,-28.809594068974963,-0.6959100065227551,-14.035244440207617
51072,0.011867430859758351,1.1646801728216243e-07,3.7274230688466322e-06,32.0,0,-29.250131770403318,-30.632833905513372,-28.809827741994443,-0.6959205183321943,-14.035357695412909
51186,0.011867430810940719,1.148882266541859e-07,3.676863703439282e-06,32.0,0,-29.25036297081871,-30.63307664086576,-28.8100582454139,-0.6959308875314058,-14.035469414327759
51300,0.011867430763438462,1.1332990369066273e-07,3.626991381115557e-06,32.0,0,-29.250591035225703,-30.633316083776762,-28.81028562230538,-0.6959411160590154,-14.035579617830832
51414,0.011867430717216075,1.1179275561430737e-07,3.5777967395655694e-06,32.0,0,-29.250816006238473,-30.633552278985544,-28.81050991515353,-0.6959512058271978,-14.035688326515997
51528,0.011867430672239018,1.1027649366576534e-07,3.5292705345682044e-06,32.0,0,-29.25103792589006,-30.63378527062116,-28.810731165863636,-0.6959611587220341,-14.03579556069624
51642,0.011867430628473733,1.0878083305813756e-07,3.4814036512833775e-06,32.0,0,-29.251256835640312,-30.634015102210906,-28.81094941576954,-0.6959709766038635,-14.0359013404075
51756,0.011867430585887594,1.0730549291431112e-07,3.4341871019362875e-06,32.0,0,-29.25147277638372,-30.63424181668861,-28.811164705641513,-0.6959806613076529,-14.036005685412505
51870,0.011867430544448733,1.058501962045364e-07,3.387612017455912e-06,32.0,0,-29.251685788457362,-30.63446545640281,-28.811377075694068,-0.6959902146433287,-14.036108615204506
51984,0.011867430504126192,1.0441466970760521e-07,3.3416696587436026e-06,32.0,0,-29.251895911648358,-30.634686063124725,-28.81158656559346,-0.6959996383961233,-14.036210149010989
52098,0.011867430464889962,1.0299864394944333e-07,3.296351397678217e-06,32.0,0,-29.25210318520146,-30.6349036780562,-28.81179321446527,-0.6960089343269348,-14.0363103057973
52212,0.011867430426710715,1.0160185315290416e-07,3.2516487302405653e-06,32.0,0,-29.252307647826566,-30.635118341837543,-28.811997060901835,-0.6960181041726372,-14.036409104270273
52326,0.011867430389559945,1.0022403519654431e-07,3.207553265783611e-06,32.0,0,-29.252509337706005,-30.63533009455522,-28.812198142969564,-0.6960271496464183,-14.036506562881758
52440,0.011867430353409942,9.886493153278271e-08,3.1640567322075456e-06,32.0,0,-29.252708292501783,-30.635538975749412,-28.812396498216124,-0.6960360724381116,-14.036602699832125
52554,0.011867430318233714,9.752428717567524e-08,3.1211509651475165e-06,32.0,0,-29.252904549362718,-30.635745024421542,-28.812592163677554,-0.6960448742145,-14.036697533073708
52668,0.011867430284004997,9.620185063270718e-08,3.078827922363524e-06,32.0,0,-29.253098144931457,-30.635948279041678,-28.81278517588531,-0.6960535566196635,-14.036791080314218
52782,0.011867430250698271,9.489737385749268e-08,3.0370796557996873e-06,32.0,0,-29.25328911535148,-30.636148777555757,-28.812975570873167,-0.6960621212752508,-14.036883359020083
52896,0.011867430218288686,9.361061219916139e-08,2.9958983451465416e-06,32.0,0,-29.25347749627384,-30.636346557392837,-28.813163384184016,-0.696070569780814,-14.036974386419775
53010,0.011867430186752044,9.234132436696697e-08,2.95527626134231e-06,32.0,0,-29.253663322864,-30.636541655472126,-28.813348650876627,-0.696078903714111,-14.037064179507045
53124,0.01186743015606479,9.108927236944252e-08,2.915205793258818e-06,32.0,0,-29.253846629808457,-30.636734108210014,-28.81353140553228,-0.696087124631391,-14.037152755044172
53238,0.011867430126204122,8.985422148043515e-08,2.875679424566725e-06,32.0,0,-29.254027451321313,-30.636923951526924,-28.813711682261285,-0.6960952340676982,-14.037240129565113
53352,0.011867430097147628,8.863594018747587e-08,2.83668974890601e-06,32.0,0,-29.254205821150702,-30.637111220854123,-28.813889514709437,-0.6961032335371622,-14.037326319378632
53466,0.011867430068873771,8.74342001426296e-08,2.7982294540471375e-06,32.0,0,-29.254381772585205,-30.637295951140413,-28.81406493606438,-0.6961111245332892,-14.037411340571394
53580,0.011867430041361338,8.624877613255628e-08,2.760291338007813e-06,32.0,0,-29.254555338460182,-30.63747817685874,-28.814237979061897,-0.6961189085292268,-14.037495209011006
53694,0.011867430014589902,8.50794460208007e-08,2.7228682853555817e-06,32.0,0,-29.25472655116391,-30.637657932012722,-28.81440867599208,-0.6961265869780656,-14.037577940349005
53808,0.011867429988539437,8.392599072046157e-08,2.6859532905717574e-06,32.0,0,-29.25489544264373,-30.63783525014305,-28.814577058705424,-0.6961341613131007,-14.037659550023827
53922,0.011867429963190538,8.278819413625483e-08,2.6495394342664028e-06,32.0,0,-29.255062044412107,-30.638010164333863,-28.814743158618878,-0.6961416329481098,-14.037740053263736
54036,0.011867429938524281,8.166584312982862e-08,2.6136198971297404e-06,32.0,0,-29.25522638755255,-30.638182707218967,-28.81490700672175,-0.6961490032776042,-14.037819465089681
54150,0.011867429914522278,8.055872747950746e-08,2.578187949362295e-06,32.0,0,-29.255388502725474,-30.638352910987958,-28.81506863358154,-0.6961562736771252,-14.037897800318136
54264,0.011867429891166644,7.946663984293972e-08,2.5432369532434213e-06,32.0,0,-29.255548420173987,-30.638520807392375,-28.81522806934973,-0.6961634455034735,-14.0379750735639
54378,0.011867429868439961,7.838937571269617e-08,2.5087603693153636e-06,32.0,0,-29.255706169729688,-30.63868642775164,-28.81538534376751,-0.6961705200949638,-14.038051299242856
54492,0.01186742984632527,7.732673337530794e-08,2.474751736404717e-06,32.0,0,-29.255861780818154,-30.638849802959015,-28.815540486171336,-0.696177498771715,-14.03812649157471
54606,0.011867429824806038,7.627851387366678e-08,2.441204692792119e-06,32.0,0,-29.2560152824646,-30.639010963487387,-28.815693525498503,-0.6961843828358624,-14.038200664585657
54720,0.011867429803866292,7.524452098360171e-08,2.4081129534891803e-06,32.0,0,-29.256166703299304,-30.63916993939501,-28.815844490292562,-0.6961911735718134,-14.038273832111011
54834,0.011867429783490398,7.422456115081551e-08,2.3754703268061845e-06,32.0,0,-29.256316071563027,-30.63932676033123,-28.815993408708763,-0.6961978722464958,-14.038346007797857
